Unit ID,School/Corporate,Staff ID,Fixed Period or Ongoing,Actual Pay,Gender,Indigenous Dsc,Age,Teaching/Non-Teaching,Length of Service (Months),Service_Years,Start_Age,Unrealistic_Service,Age Group,Tenure Group
Unit 5,School,VXE1273,Fixed Period," $75,000 ",Male,Indigenous,30,Non-Teaching,5,0.4166666666666667,29.583333333333332,False,30–39,New (<2 yrs)
Unit 5,School,UXL4789,Fixed Period," $75,000 ",Male,Non-Indigenous,45,Non-Teaching,3,0.25,44.75,False,40–49,New (<2 yrs)
Unit 5,School,WQH3457,Fixed Period," $110,000 ",Female,Indigenous,33,Teaching,3,0.25,32.75,False,30–39,New (<2 yrs)
Unit 5,School,YTG4552,Fixed Period," $110,000 ",Female,Non-Indigenous,34,Teaching,3,0.25,33.75,False,30–39,New (<2 yrs)
Unit 5,School,IYN2890,Fixed Period," $75,000 ",Female,Non-Indigenous,22,Non-Teaching,3,0.25,21.75,False,Under 30,New (<2 yrs)
Unit 5,School,XVE4538,Fixed Period," $75,000 ",Male,Non-Indigenous,54,Non-Teaching,3,0.25,53.75,False,50–59,New (<2 yrs)
Unit 5,School,JPS2387,Fixed Period," $75,000 ",Female,Non-Indigenous,50,Non-Teaching,3,0.25,49.75,False,50–59,New (<2 yrs)
Unit 5,School,SLG3446,Fixed Period," $110,000 ",Female,Non-Indigenous,44,Teaching,3,0.25,43.75,False,40–49,New (<2 yrs)
Unit 5,School,VJP7798,Fixed Period," $110,000 ",Female,Non-Indigenous,56,Teaching,3,0.25,55.75,False,50–59,New (<2 yrs)
Unit 5,School,HVT4048,Fixed Period," $110,000 ",Female,Non-Indigenous,44,Teaching,3,0.25,43.75,False,40–49,New (<2 yrs)
Unit 5,School,PAP7902,Fixed Period," $66,000 ",Female,Indigenous,22,Non-Teaching,3,0.25,21.75,False,Under 30,New (<2 yrs)
Unit 5,School,HJX4102,Fixed Period," $110,000 ",Female,Non-Indigenous,37,Teaching,3,0.25,36.75,False,30–39,New (<2 yrs)
Unit 5,School,WNT6332,Fixed Period," $95,000 ",Female,Non-Indigenous,46,Non-Teaching,3,0.25,45.75,False,40–49,New (<2 yrs)
Unit 5,School,SGY1310,Fixed Period," $110,000 ",Male,Non-Indigenous,30,Teaching,3,0.25,29.75,False,30–39,New (<2 yrs)
Unit 5,School,YFK1184,Fixed Period," $110,000 ",Male,Non-Indigenous,28,Teaching,3,0.25,27.75,False,Under 30,New (<2 yrs)
Unit 5,School,RLN4690,Fixed Period," $110,000 ",Male,Non-Indigenous,26,Teaching,3,0.25,25.75,False,Under 30,New (<2 yrs)
Unit 5,School,ATJ9584,Fixed Period," $66,000 ",Female,Non-Indigenous,54,Non-Teaching,3,0.25,53.75,False,50–59,New (<2 yrs)
Unit 5,School,QXP8242,Fixed Period," $110,000 ",Male,Non-Indigenous,24,Teaching,3,0.25,23.75,False,Under 30,New (<2 yrs)
Unit 5,School,XEW4586,Fixed Period," $110,000 ",Female,Non-Indigenous,27,Teaching,3,0.25,26.75,False,Under 30,New (<2 yrs)
Unit 5,School,USW4372,Fixed Period," $66,000 ",Female,Non-Indigenous,47,Non-Teaching,4,0.3333333333333333,46.666666666666664,False,40–49,New (<2 yrs)
Unit 5,School,GCW1222,Fixed Period," $110,000 ",Female,Non-Indigenous,43,Teaching,3,0.25,42.75,False,40–49,New (<2 yrs)
Unit 5,School,ZLL2635,Fixed Period," $110,000 ",Female,Non-Indigenous,35,Teaching,3,0.25,34.75,False,30–39,New (<2 yrs)
Unit 5,School,PFQ7808,Fixed Period," $110,000 ",Male,Non-Indigenous,24,Teaching,3,0.25,23.75,False,Under 30,New (<2 yrs)
Unit 5,School,GKD4785,Fixed Period," $66,000 ",Female,Non-Indigenous,37,Non-Teaching,3,0.25,36.75,False,30–39,New (<2 yrs)
Unit 5,School,UMD7572,Fixed Period," $110,000 ",Female,Non-Indigenous,25,Teaching,3,0.25,24.75,False,Under 30,New (<2 yrs)
Unit 5,School,XYW4721,Fixed Period," $110,000 ",Female,Non-Indigenous,32,Teaching,3,0.25,31.75,False,30–39,New (<2 yrs)
Unit 5,School,GYB8314,Fixed Period," $110,000 ",Female,Non-Indigenous,28,Teaching,3,0.25,27.75,False,Under 30,New (<2 yrs)
Unit 5,School,NJC4780,Fixed Period," $66,000 ",Male,Non-Indigenous,38,Non-Teaching,3,0.25,37.75,False,30–39,New (<2 yrs)
Unit 5,School,NZS2160,Fixed Period," $95,000 ",Female,Non-Indigenous,35,Non-Teaching,3,0.25,34.75,False,30–39,New (<2 yrs)
Unit 5,School,WZV4748,Fixed Period," $110,000 ",Female,Non-Indigenous,24,Teaching,3,0.25,23.75,False,Under 30,New (<2 yrs)
Unit 5,School,OLH9225,Fixed Period," $110,000 ",Female,Non-Indigenous,43,Teaching,4,0.3333333333333333,42.666666666666664,False,40–49,New (<2 yrs)
Unit 5,School,BKH9604,Fixed Period," $75,000 ",Female,Indigenous,33,Non-Teaching,3,0.25,32.75,False,30–39,New (<2 yrs)
Unit 5,School,BND8985,Ongoing," $66,000 ",Female,Non-Indigenous,49,Non-Teaching,3,0.25,48.75,False,40–49,New (<2 yrs)
Unit 5,School,SFU6885,Fixed Period," $110,000 ",Male,Non-Indigenous,36,Teaching,3,0.25,35.75,False,30–39,New (<2 yrs)
Unit 5,School,KBS8491,Fixed Period," $110,000 ",Female,Non-Indigenous,21,Teaching,3,0.25,20.75,False,Under 30,New (<2 yrs)
Unit 5,School,CSX4311,Fixed Period," $110,000 ",Male,Non-Indigenous,67,Teaching,3,0.25,66.75,False,60 and above,New (<2 yrs)
Unit 5,School,HWI1577,Fixed Period," $110,000 ",Female,Non-Indigenous,29,Teaching,3,0.25,28.75,False,Under 30,New (<2 yrs)
Unit 5,School,QCJ2599,Fixed Period," $110,000 ",Female,Non-Indigenous,60,Teaching,3,0.25,59.75,False,60 and above,New (<2 yrs)
Unit 5,School,LXJ3851,Fixed Period," $110,000 ",Female,Non-Indigenous,42,Teaching,2,0.16666666666666666,41.833333333333336,False,40–49,New (<2 yrs)
Unit 5,School,ISZ5005,Fixed Period," $66,000 ",Female,Non-Indigenous,21,Non-Teaching,3,0.25,20.75,False,Under 30,New (<2 yrs)
Unit 5,School,OBC6647,Fixed Period," $110,000 ",Female,Non-Indigenous,42,Teaching,2,0.16666666666666666,41.833333333333336,False,40–49,New (<2 yrs)
Unit 5,School,GEJ4921,Fixed Period," $66,000 ",Female,Non-Indigenous,44,Non-Teaching,3,0.25,43.75,False,40–49,New (<2 yrs)
Unit 5,School,TKX8311,Fixed Period," $110,000 ",Female,Non-Indigenous,41,Teaching,2,0.16666666666666666,40.833333333333336,False,40–49,New (<2 yrs)
Unit 5,School,PXM3845,Fixed Period," $70,000 ",Female,Indigenous,22,Non-Teaching,2,0.16666666666666666,21.833333333333332,False,Under 30,New (<2 yrs)
Unit 5,School,PFK4767,Fixed Period," $110,000 ",Female,Non-Indigenous,66,Teaching,2,0.16666666666666666,65.83333333333333,False,60 and above,New (<2 yrs)
Unit 5,School,PHZ1176,Fixed Period," $66,000 ",Female,Non-Indigenous,42,Non-Teaching,2,0.16666666666666666,41.833333333333336,False,40–49,New (<2 yrs)
Unit 5,School,KOZ4215,Fixed Period," $66,000 ",Female,Non-Indigenous,58,Non-Teaching,2,0.16666666666666666,57.833333333333336,False,50–59,New (<2 yrs)
Unit 5,School,JEK5174,Fixed Period," $110,000 ",Female,Non-Indigenous,30,Teaching,2,0.16666666666666666,29.833333333333332,False,30–39,New (<2 yrs)
Unit 5,School,MVQ1427,Fixed Period," $66,000 ",Male,Non-Indigenous,25,Non-Teaching,2,0.16666666666666666,24.833333333333332,False,Under 30,New (<2 yrs)
Unit 5,School,LQD2859,Fixed Period," $66,000 ",Female,Indigenous,23,Non-Teaching,2,0.16666666666666666,22.833333333333332,False,Under 30,New (<2 yrs)
Unit 5,School,NKM4312,Fixed Period," $110,000 ",Female,Non-Indigenous,31,Teaching,3,0.25,30.75,False,30–39,New (<2 yrs)
Unit 5,School,SJJ5506,Fixed Period," $110,000 ",Female,Non-Indigenous,28,Teaching,2,0.16666666666666666,27.833333333333332,False,Under 30,New (<2 yrs)
Unit 5,School,HTS4580,Fixed Period," $110,000 ",Female,Indigenous,38,Teaching,2,0.16666666666666666,37.833333333333336,False,30–39,New (<2 yrs)
Unit 5,School,OSH9173,Fixed Period," $110,000 ",Female,Non-Indigenous,26,Teaching,1,0.08333333333333333,25.916666666666668,False,Under 30,New (<2 yrs)
Unit 5,School,BKQ5622,Fixed Period," $110,000 ",Female,Non-Indigenous,28,Teaching,0,0.0,28.0,False,Under 30,New (<2 yrs)
Unit 5,School,NBJ4941,Fixed Period," $66,000 ",Female,Non-Indigenous,27,Non-Teaching,2,0.16666666666666666,26.833333333333332,False,Under 30,New (<2 yrs)
Unit 5,School,CHH8711,Fixed Period," $110,000 ",Female,Non-Indigenous,29,Teaching,0,0.0,29.0,False,Under 30,New (<2 yrs)
Unit 5,School,CVB6775,Fixed Period," $110,000 ",Male,Non-Indigenous,37,Teaching,2,0.16666666666666666,36.833333333333336,False,30–39,New (<2 yrs)
Unit 5,School,AQS6558,Fixed Period," $66,000 ",Female,Non-Indigenous,23,Non-Teaching,0,0.0,23.0,False,Under 30,New (<2 yrs)
Unit 5,School,VIW7953,Fixed Period," $66,000 ",Female,Non-Indigenous,30,Non-Teaching,2,0.16666666666666666,29.833333333333332,False,30–39,New (<2 yrs)
Unit 5,School,OOR8208,Fixed Period," $88,000 ",Female,Indigenous,38,Non-Teaching,0,0.0,38.0,False,30–39,New (<2 yrs)
Unit 5,School,ZFV2605,Fixed Period," $110,000 ",Female,Non-Indigenous,29,Teaching,0,0.0,29.0,False,Under 30,New (<2 yrs)
Unit 5,School,XUJ3304,Fixed Period," $110,000 ",Female,Non-Indigenous,66,Teaching,0,0.0,66.0,False,60 and above,New (<2 yrs)
Unit 5,School,YHG6178,Fixed Period," $110,000 ",Male,Non-Indigenous,57,Teaching,1,0.08333333333333333,56.916666666666664,False,50–59,New (<2 yrs)
Unit 5,School,OKQ5012,Fixed Period," $110,000 ",Female,Non-Indigenous,30,Teaching,2,0.16666666666666666,29.833333333333332,False,30–39,New (<2 yrs)
Unit 5,School,ORA3534,Fixed Period," $110,000 ",Female,Non-Indigenous,56,Teaching,0,0.0,56.0,False,50–59,New (<2 yrs)
Unit 5,School,TOH6922,Fixed Period," $66,000 ",Female,Non-Indigenous,39,Non-Teaching,0,0.0,39.0,False,30–39,New (<2 yrs)
Unit 5,School,IAY8093,Fixed Period," $110,000 ",Female,Indigenous,39,Teaching,0,0.0,39.0,False,30–39,New (<2 yrs)
Unit 5,School,UGC5567,Fixed Period," $75,000 ",Female,Non-Indigenous,30,Non-Teaching,0,0.0,30.0,False,30–39,New (<2 yrs)
Unit 5,School,NHK4488,Fixed Period," $95,000 ",Female,Non-Indigenous,53,Non-Teaching,2,0.16666666666666666,52.833333333333336,False,50–59,New (<2 yrs)
Unit 5,School,KGW1029,Fixed Period," $75,000 ",Male,Indigenous,21,Non-Teaching,0,0.0,21.0,False,Under 30,New (<2 yrs)
Unit 5,School,BHY4626,Fixed Period," $110,000 ",Female,Non-Indigenous,34,Teaching,0,0.0,34.0,False,30–39,New (<2 yrs)
Unit 5,School,HUJ9773,Fixed Period," $66,000 ",Female,Non-Indigenous,46,Non-Teaching,0,0.0,46.0,False,40–49,New (<2 yrs)
Unit 5,School,CLJ7659,Fixed Period," $70,000 ",Male,Non-Indigenous,21,Non-Teaching,1,0.08333333333333333,20.916666666666668,False,Under 30,New (<2 yrs)
Unit 5,School,HAO9088,Ongoing," $66,000 ",Male,Indigenous,22,Non-Teaching,0,0.0,22.0,False,Under 30,New (<2 yrs)
Unit 5,School,SKL4970,Fixed Period," $110,000 ",Female,Non-Indigenous,38,Teaching,0,0.0,38.0,False,30–39,New (<2 yrs)
Unit 5,School,POK8421,Fixed Period," $66,000 ",Female,Indigenous,23,Non-Teaching,0,0.0,23.0,False,Under 30,New (<2 yrs)
Unit 5,School,IIC1833,Fixed Period," $66,000 ",Female,Non-Indigenous,20,Non-Teaching,0,0.0,20.0,False,Under 30,New (<2 yrs)
Unit 5,School,JJI9121,Fixed Period," $110,000 ",Female,Non-Indigenous,70,Teaching,0,0.0,70.0,False,60 and above,New (<2 yrs)
Unit 5,School,ULL1520,Fixed Period," $110,000 ",Male,Non-Indigenous,76,Teaching,0,0.0,76.0,False,60 and above,New (<2 yrs)
Unit 5,School,ETT2912,Fixed Period," $110,000 ",Female,Non-Indigenous,25,Teaching,0,0.0,25.0,False,Under 30,New (<2 yrs)
Unit 5,School,FNV3000,Fixed Period," $110,000 ",Female,Non-Indigenous,45,Teaching,0,0.0,45.0,False,40–49,New (<2 yrs)
Unit 5,School,VAM6200,Ongoing," $66,000 ",Female,Non-Indigenous,27,Non-Teaching,0,0.0,27.0,False,Under 30,New (<2 yrs)
Unit 5,School,DDY8028,Fixed Period," $110,000 ",Female,Non-Indigenous,29,Teaching,0,0.0,29.0,False,Under 30,New (<2 yrs)
Unit 5,School,ZSM1521,Fixed Period," $66,000 ",Female,Non-Indigenous,19,Non-Teaching,0,0.0,19.0,False,Under 30,New (<2 yrs)
Unit 5,School,CRG2053,Fixed Period," $110,000 ",Female,Non-Indigenous,70,Teaching,0,0.0,70.0,False,60 and above,New (<2 yrs)
Unit 5,School,LNY9146,Fixed Period," $110,000 ",Male,Non-Indigenous,36,Teaching,0,0.0,36.0,False,30–39,New (<2 yrs)
Unit 5,School,SMS8817,Fixed Period," $110,000 ",Female,Non-Indigenous,31,Teaching,0,0.0,31.0,False,30–39,New (<2 yrs)
Unit 5,School,ALJ7907,Fixed Period," $110,000 ",Female,Non-Indigenous,47,Teaching,0,0.0,47.0,False,40–49,New (<2 yrs)
Unit 5,School,BKS1828,Fixed Period," $160,000 ",Female,Non-Indigenous,32,Teaching,0,0.0,32.0,False,30–39,New (<2 yrs)
Unit 5,School,VMX8244,Fixed Period," $110,000 ",Female,Non-Indigenous,48,Teaching,0,0.0,48.0,False,40–49,New (<2 yrs)
Unit 6,Corporate,IDE4346,Ongoing," $75,000 ",Male,Non-Indigenous,64,Non-Teaching,297,24.75,39.25,False,60 and above,10+ yrs
Unit 6,Corporate,ASN2354,Ongoing," $70,000 ",Female,Indigenous,52,Non-Teaching,117,9.75,42.25,False,50–59,5–10 yrs
Unit 6,Corporate,UNK8439,Ongoing," $75,000 ",Male,Indigenous,59,Non-Teaching,105,8.75,50.25,False,50–59,5–10 yrs
Unit 6,Corporate,MLF6400,Ongoing," $100,000 ",Female,Non-Indigenous,43,Non-Teaching,75,6.25,36.75,False,40–49,5–10 yrs
Unit 6,Corporate,WEG3539,Ongoing," $75,000 ",Male,Indigenous,40,Non-Teaching,69,5.75,34.25,False,40–49,5–10 yrs
Unit 6,Corporate,PRC7216,Fixed Period," $75,000 ",Female,Non-Indigenous,48,Non-Teaching,66,5.5,42.5,False,40–49,5–10 yrs
Unit 6,Corporate,IJN9356,Fixed Period," $75,000 ",Male,Non-Indigenous,24,Non-Teaching,63,5.25,18.75,False,Under 30,5–10 yrs
Unit 6,Corporate,BWV2726,Fixed Period," $75,000 ",Male,Non-Indigenous,43,Non-Teaching,30,2.5,40.5,False,40–49,2–5 yrs
Unit 6,Corporate,OFN8870,Ongoing," $75,000 ",Female,Non-Indigenous,49,Non-Teaching,27,2.25,46.75,False,40–49,2–5 yrs
Unit 6,Corporate,GCU2407,Fixed Period," $75,000 ",Female,Non-Indigenous,72,Non-Teaching,20,1.6666666666666667,70.33333333333333,False,60 and above,New (<2 yrs)
Unit 6,Corporate,HOR8963,Ongoing," $75,000 ",Female,Non-Indigenous,26,Non-Teaching,15,1.25,24.75,False,Under 30,New (<2 yrs)
Unit 6,Corporate,UYP1201,Ongoing," $75,000 ",Female,Non-Indigenous,57,Non-Teaching,13,1.0833333333333333,55.916666666666664,False,50–59,New (<2 yrs)
Unit 6,Corporate,JQY9617,Fixed Period," $75,000 ",Male,Non-Indigenous,48,Non-Teaching,8,0.6666666666666666,47.333333333333336,False,40–49,New (<2 yrs)
Unit 6,Corporate,FGU1149,Fixed Period," $75,000 ",Female,Non-Indigenous,53,Non-Teaching,3,0.25,52.75,False,50–59,New (<2 yrs)
Unit 6,Corporate,GLI3780,Fixed Period," $75,000 ",Male,Non-Indigenous,41,Non-Teaching,3,0.25,40.75,False,40–49,New (<2 yrs)
Unit 6,School,BKV5997,Ongoing," $110,000 ",Female,Non-Indigenous,67,Teaching,501,41.75,25.25,False,60 and above,10+ yrs
Unit 6,School,WZR5974,Ongoing," $66,000 ",Female,Non-Indigenous,75,Non-Teaching,315,26.25,48.75,False,60 and above,10+ yrs
Unit 6,School,LLK2973,Ongoing," $66,000 ",Female,Non-Indigenous,67,Non-Teaching,309,25.75,41.25,False,60 and above,10+ yrs
Unit 6,School,AXV8396,Ongoing," $160,000 ",Female,Non-Indigenous,55,Teaching,325,27.083333333333332,27.916666666666668,False,50–59,10+ yrs
Unit 6,School,IFF4745,Ongoing," $160,000 ",Female,Indigenous,56,Teaching,323,26.916666666666668,29.083333333333332,False,50–59,10+ yrs
Unit 6,School,NPV2428,Ongoing," $110,000 ",Female,Non-Indigenous,49,Teaching,321,26.75,22.25,False,40–49,10+ yrs
Unit 6,School,QVP2247,Ongoing," $110,000 ",Male,Non-Indigenous,59,Teaching,333,27.75,31.25,False,50–59,10+ yrs
Unit 6,School,MYA8516,Ongoing," $150,000 ",Male,Non-Indigenous,63,Teaching,345,28.75,34.25,False,60 and above,10+ yrs
Unit 6,School,VLK1062,Ongoing," $75,000 ",Female,Non-Indigenous,65,Non-Teaching,345,28.75,36.25,False,60 and above,10+ yrs
Unit 6,School,GMR4746,Ongoing," $160,000 ",Female,Non-Indigenous,67,Teaching,309,25.75,41.25,False,60 and above,10+ yrs
Unit 6,School,ZDD6398,Ongoing," $110,000 ",Female,Indigenous,58,Non-Teaching,305,25.416666666666668,32.58333333333333,False,50–59,10+ yrs
Unit 6,School,XPE6345,Ongoing," $66,000 ",Female,Non-Indigenous,66,Non-Teaching,270,22.5,43.5,False,60 and above,10+ yrs
Unit 6,School,KMY9584,Ongoing," $160,000 ",Female,Non-Indigenous,53,Teaching,267,22.25,30.75,False,50–59,10+ yrs
Unit 6,School,MCK8391,Ongoing," $75,000 ",Female,Non-Indigenous,56,Non-Teaching,267,22.25,33.75,False,50–59,10+ yrs
Unit 6,School,BQX8898,Fixed Period," $150,000 ",Male,Non-Indigenous,64,Teaching,15,1.25,62.75,False,60 and above,New (<2 yrs)
Unit 6,School,EZM4971,Ongoing," $110,000 ",Female,Non-Indigenous,71,Teaching,261,21.75,49.25,False,60 and above,10+ yrs
Unit 6,School,GPM1406,Ongoing," $110,000 ",Male,Indigenous,62,Non-Teaching,271,22.583333333333332,39.41666666666667,False,60 and above,10+ yrs
Unit 6,School,INX5158,Ongoing," $110,000 ",Female,Non-Indigenous,56,Teaching,284,23.666666666666668,32.33333333333333,False,50–59,10+ yrs
Unit 6,School,MDK3827,Ongoing," $110,000 ",Female,Indigenous,65,Teaching,279,23.25,41.75,False,60 and above,10+ yrs
Unit 6,School,TBC9278,Ongoing," $70,000 ",Male,Non-Indigenous,54,Non-Teaching,278,23.166666666666668,30.833333333333332,False,50–59,10+ yrs
Unit 6,School,CPN2810,Ongoing," $66,000 ",Female,Non-Indigenous,57,Non-Teaching,273,22.75,34.25,False,50–59,10+ yrs
Unit 6,School,ADC6636,Fixed Period," $150,000 ",Female,Non-Indigenous,50,Teaching,28,2.3333333333333335,47.666666666666664,False,50–59,2–5 yrs
Unit 6,School,ENK7048,Ongoing," $150,000 ",Female,Non-Indigenous,45,Teaching,297,24.75,20.25,False,40–49,10+ yrs
Unit 6,School,CFZ2172,Ongoing," $160,000 ",Female,Indigenous,43,Teaching,255,21.25,21.75,False,40–49,10+ yrs
Unit 6,School,NVK5700,Ongoing," $110,000 ",Female,Indigenous,63,Teaching,255,21.25,41.75,False,60 and above,10+ yrs
Unit 6,School,ZOL2787,Ongoing," $110,000 ",Female,Indigenous,49,Teaching,255,21.25,27.75,False,40–49,10+ yrs
Unit 6,School,FYF8967,Ongoing," $150,000 ",Male,Non-Indigenous,45,Teaching,249,20.75,24.25,False,40–49,10+ yrs
Unit 6,School,SMN8653,Ongoing," $160,000 ",Female,Indigenous,57,Teaching,249,20.75,36.25,False,50–59,10+ yrs
Unit 6,School,RMG1387,Ongoing," $160,000 ",Female,Non-Indigenous,55,Teaching,245,20.416666666666668,34.58333333333333,False,50–59,10+ yrs
Unit 6,School,LJI4245,Ongoing," $75,000 ",Female,Indigenous,59,Non-Teaching,244,20.333333333333332,38.66666666666667,False,50–59,10+ yrs
Unit 6,School,JWJ2699,Ongoing," $110,000 ",Female,Indigenous,52,Non-Teaching,237,19.75,32.25,False,50–59,10+ yrs
Unit 6,School,WQN3466,Ongoing," $88,000 ",Male,Indigenous,58,Non-Teaching,231,19.25,38.75,False,50–59,10+ yrs
Unit 6,School,HFB8968,Ongoing," $160,000 ",Female,Indigenous,42,Teaching,222,18.5,23.5,False,40–49,10+ yrs
Unit 6,School,NBV9066,Ongoing," $110,000 ",Female,Non-Indigenous,41,Teaching,227,18.916666666666668,22.083333333333332,False,40–49,10+ yrs
Unit 6,School,VJZ2741,Ongoing," $110,000 ",Male,Non-Indigenous,69,Teaching,225,18.75,50.25,False,60 and above,10+ yrs
Unit 6,School,KZD8296,Ongoing," $110,000 ",Female,Indigenous,52,Non-Teaching,223,18.583333333333332,33.41666666666667,False,50–59,10+ yrs
Unit 6,School,YDP2249,Ongoing," $66,000 ",Female,Indigenous,42,Non-Teaching,219,18.25,23.75,False,40–49,10+ yrs
Unit 6,School,VLA5310,Ongoing," $150,000 ",Female,Non-Indigenous,62,Teaching,2,0.16666666666666666,61.833333333333336,False,60 and above,New (<2 yrs)
Unit 6,School,YQP7703,Fixed Period," $150,000 ",Male,Non-Indigenous,62,Teaching,165,13.75,48.25,False,60 and above,10+ yrs
Unit 6,School,NXC5588,Ongoing," $110,000 ",Female,Indigenous,61,Non-Teaching,219,18.25,42.75,False,60 and above,10+ yrs
Unit 6,School,KPY2674,Ongoing," $150,000 ",Male,Non-Indigenous,49,Teaching,201,16.75,32.25,False,40–49,10+ yrs
Unit 6,School,BIE7230,Ongoing," $150,000 ",Male,Non-Indigenous,52,Teaching,9,0.75,51.25,False,50–59,New (<2 yrs)
Unit 6,School,FEJ4330,Ongoing," $110,000 ",Female,Non-Indigenous,48,Teaching,201,16.75,31.25,False,40–49,10+ yrs
Unit 6,School,PQX4580,Ongoing," $110,000 ",Female,Indigenous,62,Teaching,489,40.75,21.25,False,60 and above,10+ yrs
Unit 6,School,XBI9203,Ongoing," $66,000 ",Female,Non-Indigenous,78,Non-Teaching,477,39.75,38.25,False,60 and above,10+ yrs
Unit 6,School,XIY4277,Ongoing," $75,000 ",Female,Non-Indigenous,66,Non-Teaching,453,37.75,28.25,False,60 and above,10+ yrs
Unit 6,School,EFG4660,Fixed Period," $150,000 ",Male,Non-Indigenous,61,Teaching,77,6.416666666666667,54.583333333333336,False,60 and above,5–10 yrs
Unit 6,School,RJW4651,Ongoing," $110,000 ",Female,Non-Indigenous,55,Teaching,380,31.666666666666668,23.333333333333332,False,50–59,10+ yrs
Unit 6,School,OVX9242,Ongoing," $95,000 ",Female,Non-Indigenous,59,Non-Teaching,367,30.583333333333332,28.416666666666668,False,50–59,10+ yrs
Unit 6,School,MWL8131,Ongoing," $88,000 ",Female,Indigenous,43,Non-Teaching,204,17.0,26.0,False,40–49,10+ yrs
Unit 6,School,BVS1427,Ongoing," $66,000 ",Female,Non-Indigenous,61,Non-Teaching,202,16.833333333333332,44.16666666666667,False,60 and above,10+ yrs
Unit 6,School,MYT9060,Fixed Period," $75,000 ",Female,Indigenous,46,Non-Teaching,201,16.75,29.25,False,40–49,10+ yrs
Unit 6,School,JVD2598,Ongoing," $95,000 ",Female,Indigenous,47,Non-Teaching,198,16.5,30.5,False,40–49,10+ yrs
Unit 6,School,JGL8901,Ongoing," $70,000 ",Male,Non-Indigenous,62,Non-Teaching,197,16.416666666666668,45.58333333333333,False,60 and above,10+ yrs
Unit 6,School,QXT3800,Ongoing," $110,000 ",Female,Indigenous,56,Non-Teaching,193,16.083333333333332,39.91666666666667,False,50–59,10+ yrs
Unit 6,School,IWY1947,Ongoing," $110,000 ",Female,Non-Indigenous,45,Teaching,192,16.0,29.0,False,40–49,10+ yrs
Unit 6,School,OYQ4602,Ongoing," $150,000 ",Female,Non-Indigenous,41,Teaching,187,15.583333333333334,25.416666666666664,False,40–49,10+ yrs
Unit 6,School,JVN9773,Ongoing," $110,000 ",Male,Indigenous,54,Teaching,186,15.5,38.5,False,50–59,10+ yrs
Unit 6,School,JXK5308,Ongoing," $95,000 ",Female,Non-Indigenous,39,Non-Teaching,183,15.25,23.75,False,30–39,10+ yrs
Unit 6,School,GOY6812,Ongoing," $75,000 ",Female,Non-Indigenous,46,Non-Teaching,183,15.25,30.75,False,40–49,10+ yrs
Unit 6,School,PLT2486,Ongoing," $110,000 ",Female,Non-Indigenous,38,Teaching,182,15.166666666666666,22.833333333333336,False,30–39,10+ yrs
Unit 6,School,QKG3690,Ongoing," $110,000 ",Female,Non-Indigenous,44,Teaching,181,15.083333333333334,28.916666666666664,False,40–49,10+ yrs
Unit 6,School,GQX8319,Ongoing," $110,000 ",Female,Non-Indigenous,55,Teaching,180,15.0,40.0,False,50–59,10+ yrs
Unit 6,School,XWZ2163,Ongoing," $110,000 ",Female,Indigenous,52,Non-Teaching,177,14.75,37.25,False,50–59,10+ yrs
Unit 6,School,RPR5340,Ongoing," $160,000 ",Female,Non-Indigenous,53,Teaching,177,14.75,38.25,False,50–59,10+ yrs
Unit 6,School,HTK1671,Ongoing," $160,000 ",Female,Indigenous,57,Teaching,174,14.5,42.5,False,50–59,10+ yrs
Unit 6,School,KDB8345,Ongoing," $75,000 ",Male,Indigenous,65,Non-Teaching,171,14.25,50.75,False,60 and above,10+ yrs
Unit 6,School,JMM5108,Ongoing," $110,000 ",Female,Non-Indigenous,38,Teaching,171,14.25,23.75,False,30–39,10+ yrs
Unit 6,School,JDK1774,Ongoing," $88,000 ",Female,Non-Indigenous,57,Non-Teaching,188,15.666666666666666,41.333333333333336,False,50–59,10+ yrs
Unit 6,School,UIT3162,Ongoing," $66,000 ",Female,Non-Indigenous,53,Non-Teaching,188,15.666666666666666,37.333333333333336,False,50–59,10+ yrs
Unit 6,School,EYP8926,Fixed Period," $150,000 ",Male,Non-Indigenous,45,Teaching,186,15.5,29.5,False,40–49,10+ yrs
Unit 6,School,WTA3562,Ongoing," $75,000 ",Female,Non-Indigenous,54,Non-Teaching,174,14.5,39.5,False,50–59,10+ yrs
Unit 6,School,IUX6566,Ongoing," $110,000 ",Female,Non-Indigenous,40,Teaching,170,14.166666666666666,25.833333333333336,False,40–49,10+ yrs
Unit 6,School,JNI9920,Ongoing," $110,000 ",Female,Non-Indigenous,66,Teaching,169,14.083333333333334,51.916666666666664,False,60 and above,10+ yrs
Unit 6,School,EVX3909,Ongoing," $110,000 ",Female,Indigenous,41,Non-Teaching,165,13.75,27.25,False,40–49,10+ yrs
Unit 6,School,KVH9519,Ongoing," $110,000 ",Male,Non-Indigenous,65,Teaching,163,13.583333333333334,51.416666666666664,False,60 and above,10+ yrs
Unit 6,School,ODL8583,Ongoing," $75,000 ",Female,Non-Indigenous,66,Non-Teaching,159,13.25,52.75,False,60 and above,10+ yrs
Unit 6,School,VXI4771,Ongoing," $88,000 ",Female,Non-Indigenous,47,Non-Teaching,153,12.75,34.25,False,40–49,10+ yrs
